CONTAINER ID   NAME                      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
126e671ff243   case2-edgeIoTDevSim-100   0.00%     47.08MiB / 500MiB     9.42%     2.28MB / 25.8kB   0B / 0B     21
228cdb7a7676   case2-edgeIoTDevSim-81    0.00%     49.08MiB / 500MiB     9.82%     2.28MB / 29.8kB   0B / 0B     21
3124b5c116cd   case2-edgeIoTDevSim-92    0.00%     45.13MiB / 500MiB     9.03%     2.28MB / 25.8kB   0B / 0B     21
f990fe7328a3   case2-edgeIoTDevSim-93    0.00%     49.33MiB / 500MiB     9.87%     2.28MB / 28.3kB   0B / 0B     21
45daab142075   case2-edgeIoTDevSim-19    0.04%     45.53MiB / 500MiB     9.11%     2.28MB / 28.4kB   0B / 0B     21
20c2aa1d4487   case2-edgeIoTDevSim-28    0.04%     47.1MiB / 500MiB      9.42%     2.28MB / 30.5kB   0B / 0B     21
429d4d7382dc   case2-edgeIoTDevSim-96    0.06%     49.37MiB / 500MiB     9.87%     2.28MB / 28.8kB   0B / 0B     21
dc94dac3d727   case2-edgeIoTDevSim-29    0.00%     44.98MiB / 500MiB     9.00%     2.28MB / 26.6kB   0B / 0B     21
c9afcbb1b8ad   case2-edgeIoTDevSim-91    0.00%     47.04MiB / 500MiB     9.41%     2.28MB / 34.4kB   0B / 0B     21
275f92ec6eaf   case2-edgeIoTDevSim-44    0.00%     48.86MiB / 500MiB     9.77%     2.28MB / 30.2kB   0B / 0B     21
3524e6caf228   case2-edgeIoTDevSim-38    0.00%     47.18MiB / 500MiB     9.44%     2.28MB / 41.8kB   0B / 0B     21
6fd0c02c0e28   case2-edgeIoTDevSim-12    0.00%     44.84MiB / 500MiB     8.97%     2.28MB / 29.7kB   0B / 0B     21
eabd62164aed   case2-edgeIoTDevSim-33    0.00%     48.8MiB / 500MiB      9.76%     2.28MB / 27.5kB   0B / 0B     21
8597803aafa3   case2-edgeIoTDevSim-5     0.00%     46.96MiB / 500MiB     9.39%     2.28MB / 25.3kB   0B / 0B     21
