CONTAINER ID   NAME                      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
9f376b9658b1   case2-edgeIoTDevSim-429   0.01%     45.89MiB / 500MiB     9.18%     2.32MB / 39.4kB   0B / 0B     21
7514352e731d   case2-edgeIoTDevSim-292   0.00%     48.13MiB / 500MiB     9.63%     2.33MB / 43.1kB   0B / 0B     21
cf6b61325ac9   case2-edgeIoTDevSim-479   0.01%     49.93MiB / 500MiB     9.99%     2.32MB / 43.9kB   0B / 0B     21
e57eac33582e   case2-edgeIoTDevSim-474   0.02%     48.11MiB / 500MiB     9.62%     2.32MB / 43kB     0B / 0B     21
b37b44f67035   case2-edgeIoTDevSim-440   0.01%     45.92MiB / 500MiB     9.18%     2.32MB / 42kB     0B / 0B     21
4b1c11ea7df4   case2-edgeIoTDevSim-253   0.01%     45.89MiB / 500MiB     9.18%     2.32MB / 45.1kB   0B / 0B     21
529369660daf   case2-edgeIoTDevSim-236   0.02%     48.29MiB / 500MiB     9.66%     2.32MB / 46.3kB   0B / 0B     21
df097defb21d   case2-edgeIoTDevSim-482   0.01%     45.95MiB / 500MiB     9.19%     2.33MB / 43.6kB   0B / 0B     21
6ff3bcbe97aa   case2-edgeIoTDevSim-431   0.01%     47.89MiB / 500MiB     9.58%     2.32MB / 40.3kB   0B / 0B     21
901ebad8b59e   case2-edgeIoTDevSim-481   0.00%     51.8MiB / 500MiB      10.36%    2.32MB / 40.7kB   0B / 0B     21
965bca12ddb8   case2-edgeIoTDevSim-87    0.01%     46.07MiB / 500MiB     9.21%     2.32MB / 40kB     0B / 0B     21
d33e010d1002   case2-edgeIoTDevSim-392   0.00%     48.21MiB / 500MiB     9.64%     2.32MB / 42.9kB   0B / 0B     21
c195721f469f   case2-edgeIoTDevSim-351   0.00%     48.1MiB / 500MiB      9.62%     2.32MB / 41kB     0B / 0B     21
346cc2fc495c   case2-edgeIoTDevSim-221   0.00%     45.92MiB / 500MiB     9.18%     2.32MB / 38.9kB   0B / 0B     21
b272236b2b87   case2-edgeIoTDevSim-499   0.00%     48.16MiB / 500MiB     9.63%     2.32MB / 40.1kB   0B / 0B     21
4163c5c4d17d   case2-edgeIoTDevSim-435   0.01%     46MiB / 500MiB        9.20%     2.32MB / 44.1kB   0B / 0B     21
de919f4f9da5   case2-edgeIoTDevSim-89    0.02%     49.92MiB / 500MiB     9.98%     2.32MB / 41.6kB   0B / 0B     21
f633c93a46c4   case2-edgeIoTDevSim-88    0.01%     46MiB / 500MiB        9.20%     2.32MB / 39.4kB   0B / 0B     21
495f55ad33b9   case2-edgeIoTDevSim-476   0.02%     48.08MiB / 500MiB     9.62%     2.32MB / 42.3kB   0B / 0B     21
2d94ecc86bb9   case2-edgeIoTDevSim-226   0.01%     47.82MiB / 500MiB     9.56%     2.32MB / 44.2kB   0B / 0B     21
1f82156d73df   case2-edgeIoTDevSim-247   0.01%     48.14MiB / 500MiB     9.63%     2.32MB / 41.5kB   0B / 0B     21
6e0da0f3598d   case2-edgeIoTDevSim-434   0.02%     50.56MiB / 500MiB     10.11%    2.32MB / 40.6kB   0B / 0B     21
fe01d11b5d38   case2-edgeIoTDevSim-245   0.00%     48.01MiB / 500MiB     9.60%     2.32MB / 38.5kB   0B / 0B     21
