CONTAINER ID   NAME                      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
e3f023709bbc   case2-edgeIoTDevSim-26    0.00%     57.32MiB / 500MiB     11.46%    2.29MB / 25.4kB   0B / 0B     21
a9ef01bbd49a   case2-edgeIoTDevSim-22    0.05%     45.04MiB / 500MiB     9.01%     2.28MB / 28.5kB   0B / 0B     21
0cb18f26a699   case2-edgeIoTDevSim-33    0.04%     45.32MiB / 500MiB     9.06%     2.28MB / 28.7kB   0B / 0B     21
90a9089df231   case2-edgeIoTDevSim-41    0.04%     47.3MiB / 500MiB      9.46%     2.28MB / 27.9kB   0B / 0B     21
a9f8f463ca85   case2-edgeIoTDevSim-18    0.00%     45.6MiB / 500MiB      9.12%     2.28MB / 34.5kB   0B / 0B     21
999fc4aff9ba   case2-edgeIoTDevSim-32    0.00%     47.04MiB / 500MiB     9.41%     2.29MB / 31.9kB   0B / 0B     21
0f2063450b59   case2-edgeIoTDevSim-49    0.00%     47.1MiB / 500MiB      9.42%     2.28MB / 32kB     0B / 0B     21
1d4b42064b6e   case2-edgeIoTDevSim-100   0.00%     49.14MiB / 500MiB     9.83%     2.28MB / 27.5kB   0B / 0B     21
3aff46447b89   case2-edgeIoTDevSim-67    0.00%     49.2MiB / 500MiB      9.84%     2.28MB / 29.3kB   0B / 0B     21
7521cf2ed0a1   cloud_publisher           0.00%     47.14MiB / 31.35GiB   0.15%     2.29MB / 28.7kB   0B / 0B     21
2b9bbf740759   case2-edgeIoTDevSim-48    0.00%     49.54MiB / 500MiB     9.91%     2.28MB / 26.5kB   0B / 0B     21
3de0371d93c6   case2-edgeIoTDevSim-89    0.00%     45.32MiB / 500MiB     9.06%     2.28MB / 28.5kB   0B / 0B     21
1667e4a0518f   case2-edgeIoTDevSim-86    0.00%     45.17MiB / 500MiB     9.03%     2.28MB / 30.3kB   0B / 0B     21
e04486340b62   case2-edgeIoTDevSim-59    0.00%     45.34MiB / 500MiB     9.07%     2.28MB / 27.7kB   0B / 0B     21
e632089f6667   case2-edgeIoTDevSim-90    0.00%     47.32MiB / 500MiB     9.46%     2.29MB / 30.4kB   0B / 0B     21
dec011f5851a   case2-edgeIoTDevSim-45    0.05%     49.1MiB / 500MiB      9.82%     2.28MB / 29.5kB   0B / 0B     21
d8abb64ff65a   case2-edgeIoTDevSim-69    0.05%     53.07MiB / 500MiB     10.61%    2.28MB / 27.7kB   0B / 0B     21
